Run:,08/09/12 @ 16:03,"MIAMI UNIVERSITY - OXFORD, OHIO ",Page: 1,,,,,,,,,,,,,,,,,,,
Program: SZRGRDT.SQR,Grade Distribution by Campus and by Department,Sections of 10,,,,,,,,,,,,,,,,,,,,
Office of the Registrar,"Second Semester, 2005-06",,,,,,,,,,,,,,,,,,,,,
Oxford Campus,,,,,,,,,,,,,,,,,,,,,,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC Accountancy,,,,,,,,,,,,,,,,,,,,,,
ACC 221   A  Wiegand Daniel G.     Intro To Financial Accounting,N,N,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,5,7,10,13,6,6,5,2,2,2,2,2,3,0,0,0,0,0,0,0,2.7
%,0,7.7,10.8,15.4,20,9.2,9.2,7.7,3.1,3.1,3.1,3.1,3.1,4.6,0,0,0,0,0,0,0,
ACC 221   B  Wiegand Daniel G.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,6,4,9,9,7,4,8,4,4,2,3,0,3,0,0,0,0,0,0,0,2.6
%,0,9.5,6.3,14.3,14.3,11.1,6.3,12.7,6.3,6.3,3.2,4.8,0,4.8,0,0,0,0,0,0,0,
ACC 221   C  Salzarulo W. Peter     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,8,1,4,5,1,3,3,0,0,3,0,0,1,0,0,0,0,0,0,0,2.95
%,0,27.6,3.4,13.8,17.2,3.4,10.3,10.3,0,0,10.3,0,0,3.4,0,0,0,0,0,0,0,
ACC 221   E  Dick Charles T.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,3,3,2,3,3,3,1,0,5,0,1,2,0,0,0,1,0,0,0,2.53
%,0,12.9,9.7,9.7,6.5,9.7,9.7,9.7,3.2,0,16.1,0,3.2,6.5,0,0,0,3.2,0,0,0,
Course Total ACC 221,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,0,23,15,26,29,17,16,19,7,6,12,5,3,9,0,0,0,1,0,0,0,2.68
%,0,12.2,8,13.8,15.4,9,8.5,10.1,3.7,3.2,6.4,2.7,1.6,4.8,0,0,0,0.5,0,0,0,
