Run:,08/09/12 @ 16:00,"MIAMI UNIVERSITY - OXFORD, OHIO ",Page: 1,,,,,,,,,,,,,,,,,,,
Program: SZRGRDT.SQR,Grade Distribution by Campus and by Department,Sections of 10,,,,,,,,,,,,,,,,,,,,
Office of the Registrar,"Second Semester, 1999-00",,,,,,,,,,,,,,,,,,,,,
Oxford Campus,,,,,,,,,,,,,,,,,,,,,,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC Accountancy,,,,,,,,,,,,,,,,,,,,,,
ACC 221   C  Hock Clayton A.     Intro To Financial Accounting,N,N,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,5,0,0,4,0,6,4,6,0,1,0,2,0,5,0,0,1,0,0,0,2.32
%,0,14.7,0,0,11.8,0,17.6,11.8,17.6,0,2.9,0,5.9,0,14.7,0,0,2.9,0,0,0,
ACC 221   D  Hock Clayton A.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,3,0,0,6,0,4,6,11,0,0,0,1,1,1,2,0,1,0,0,0,2.12
%,0,8.3,0,0,16.7,0,11.1,16.7,30.6,0,0,0,2.8,2.8,2.8,5.6,0,2.8,0,0,0,
ACC 221   E  Hock Clayton A.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,4,0,0,6,0,6,7,5,0,2,0,1,0,5,0,0,0,0,0,0,2.38
%,2.7,10.8,0,0,16.2,0,16.2,18.9,13.5,0,5.4,0,2.7,0,13.5,0,0,0,0,0,0,
ACC 221   F  Falk Christopher W.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
