Run:,08/09/12 @ 16:03,"MIAMI UNIVERSITY - OXFORD, OHIO ",Page: 1,,,,,,,,,,,,,,,,,,,
Program: SZRGRDT.SQR,Grade Distribution by Campus and by Department,Sections of 10,,,,,,,,,,,,,,,,,,,,
Office of the Registrar,"First Semester, 2005-06",,,,,,,,,,,,,,,,,,,,,
Oxford Campus,,,,,,,,,,,,,,,,,,,,,,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC Accountancy,,,,,,,,,,,,,,,,,,,,,,
ACC 221   A  Dick Charles T.     Intro To Financial Accounting,N,N,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,3,0,3,7,3,3,0,0,1,3,0,2,3,0,0,0,0,0,0,0,2.49
%,0,10.7,0,10.7,25,10.7,10.7,0,0,3.6,10.7,0,7.1,10.7,0,0,0,0,0,0,0,
ACC 221   B  Dick Charles T.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,3,12,5,11,5,8,5,1,6,0,0,4,0,0,0,0,0,0,0,2.58
%,0,6.3,4.7,18.8,7.8,17.2,7.8,12.5,7.8,1.6,9.4,0,0,6.3,0,0,0,0,0,0,0,
ACC 221   C  Vorholt Jeffrey J.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,2,2,3,8,20,6,3,12,3,1,2,0,0,4,0,0,0,0,0,0,0,2.73
%,3,3,4.5,12.1,30.3,9.1,4.5,18.2,4.5,1.5,3,0,0,6.1,0,0,0,0,0,0,0,
ACC 221   D  Vorholt Jeffrey J.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,2,4,2,5,19,7,5,10,2,1,7,1,0,0,0,0,0,0,0,0,0,2.58
%,3.1,6.2,3.1,7.7,29.2,10.8,7.7,15.4,3.1,1.5,10.8,1.5,0,0,0,0,0,0,0,0,0,
ACC 221   E  Dick Charles T.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,3,4,8,6,14,10,8,3,3,5,0,0,1,0,0,0,0,0,0,0,2.55
%,1.5,4.5,6.1,12.1,9.1,21.2,15.2,12.1,4.5,4.5,7.6,0,0,1.5,0,0,0,0,0,0,0,
ACC 221   F  Kennedy Kathryn L.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,9,6,6,6,4,5,11,4,7,2,1,1,8,0,0,0,0,0,0,0,2.56
%,0,12.9,8.6,8.6,8.6,5.7,7.1,15.7,5.7,10,2.9,1.4,1.4,11.4,0,0,0,0,0,0,0,
ACC 221   G  Kennedy Kathryn L.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,9,3,9,8,5,6,5,4,2,2,2,4,7,0,0,0,0,0,0,0,2.56
%,0,13.6,4.5,13.6,12.1,7.6,9.1,7.6,6.1,3,3,3,6.1,10.6,0,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC 221   H  Vorholt Jeffrey J.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,2,3,1,15,4,8,22,1,3,4,1,0,2,0,0,0,0,0,0,0,2.36
%,0,3,4.5,1.5,22.7,6.1,12.1,33.3,1.5,4.5,6.1,1.5,0,3,0,0,0,0,0,0,0,
ACC 221   I  Bell Mark C.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,0,5,26,1,2,17,0,0,4,0,2,4,0,0,0,0,0,0,0,2.55
%,0,6.2,0,7.7,40,1.5,3.1,26.2,0,0,6.2,0,3.1,6.2,0,0,0,0,0,0,0,
ACC 221   J  Ames Roger D.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,17,0,1,33,0,0,15,0,0,2,0,0,1,0,0,0,0,0,0,0,2.98
%,0,24.6,0,1.4,47.8,0,0,21.7,0,0,2.9,0,0,1.4,0,0,0,0,0,0,0,
ACC 221   K  Collins Ronald G.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,6,6,12,5,7,8,1,4,8,0,0,8,0,0,0,0,0,0,0,2.53
%,0,5.8,8.7,8.7,17.4,7.2,10.1,11.6,1.4,5.8,11.6,0,0,11.6,0,0,0,0,0,0,0,
ACC 221   L  Wiegand Daniel G.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,8,7,11,8,5,9,7,3,1,1,1,1,3,0,0,0,0,0,0,0,2.81
%,0,12.3,10.8,16.9,12.3,7.7,13.8,10.8,4.6,1.5,1.5,1.5,1.5,4.6,0,0,0,0,0,0,0,
ACC 221   M  Wiegand Daniel G.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,7,6,8,16,8,6,3,4,4,0,0,0,5,0,0,0,0,0,0,0,2.87
%,0,10.4,9,11.9,23.9,11.9,9,4.5,6,6,0,0,0,7.5,0,0,0,0,0,0,0,
ACC 221   N  Collins Ronald G.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,3,8,5,22,10,7,7,1,0,0,0,0,4,0,0,0,0,0,0,0,2.9
%,0,4.5,11.9,7.5,32.8,14.9,10.4,10.4,1.5,0,0,0,0,6,0,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC 221   O  Collins Ronald G.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,3,11,4,14,7,11,6,2,3,0,0,0,6,0,0,0,0,0,0,0,2.81
%,0,4.5,16.4,6,20.9,10.4,16.4,9,3,4.5,0,0,0,9,0,0,0,0,0,0,0,
ACC 221   P  Salzarulo W. Peter     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,10,3,3,9,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11
%,2.6,26.3,7.9,7.9,23.7,2.6,13.2,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,
ACC 221   Q  Kennedy Kathryn L.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,3,5,1,5,3,3,0,2,0,2,1,4,0,0,1,0,0,0,0,2.66
%,0,11.8,8.8,14.7,2.9,14.7,8.8,8.8,0,5.9,0,5.9,2.9,11.8,0,0,2.9,0,0,0,0,
Course Total ACC 221,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,6,96,68,100,227,96,95,148,33,33,46,8,11,64,0,0,1,0,0,0,0,2.68
%,0.6,9.3,6.6,9.7,22,9.3,9.2,14.3,3.2,3.2,4.5,0.8,1.1,6.2,0,0,0.1,0,0,0,0,
ACC 222   A  Bell Mark C.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,2,1,3,25,1,1,15,1,0,6,2,2,6,0,0,0,0,0,0,0,2.38
%,0,3.1,1.5,4.6,38.5,1.5,1.5,23.1,1.5,0,9.2,3.1,3.1,9.2,0,0,0,0,0,0,0,
ACC 222   B  Bell Mark C.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,5,2,3,23,1,5,14,3,1,3,1,0,5,0,0,0,0,0,0,0,2.6
%,0,7.6,3,4.5,34.8,1.5,7.6,21.2,4.5,1.5,4.5,1.5,0,7.6,0,0,0,0,0,0,0,
ACC 222   C  Brewer Peter C.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,18,4,0,13,8,5,12,6,0,3,2,6,20,0,0,0,0,0,0,0,2.58
%,1,18.4,4.1,0,13.3,8.2,5.1,12.2,6.1,0,3.1,2,6.1,20.4,0,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
Course Total ACC 222,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,1,25,7,6,61,10,11,41,10,1,12,5,8,31,0,0,0,0,0,0,0,2.53
%,0.4,10.9,3.1,2.6,26.6,4.4,4.8,17.9,4.4,0.4,5.2,2.2,3.5,13.5,0,0,0,0,0,0,0,
ACC 225  XA  Wiegand Daniel G.     The Accounting Process,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,0,0,0
%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.9,4.1,0,0,
ACC 225  YA  Wiegand Daniel G.     The Accounting Process,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,67,17,0,0,0
%,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,76.1,19.3,0,0,
ACC 225  ZA  Wiegand Daniel G.     The Accounting Process,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,36,1,0,0,0
%,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,90,2.5,0,0,
Course Total ACC 225,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,221,23,0,0,0
%,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,88,9.2,0,0,
ACC 321   A  Hock Clayton A.     Intermed Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,1,2,4,12,3,0,4,3,0,1,0,1,1,0,0,0,0,0,0,0,2.67
%,0,3.1,6.3,12.5,37.5,9.4,0,12.5,9.4,0,3.1,0,3.1,3.1,0,0,0,0,0,0,0,
ACC 321   B  Hock Clayton A.     Intermed Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,5,2,3,10,4,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,3.06
%,0,16.7,6.7,10,33.3,13.3,0,10,3.3,0,0,0,0,6.7,0,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC 321   C  Hock Clayton A.     Intermed Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,2,1,2,9,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84
%,0,6.7,3.3,6.7,30,33.3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
ACC 321   D  Eaton Timothy V.     Intermed Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,2,2,2,2,6,3,1,6,4,1,0,0,0,3,0,0,0,0,0,0,0,2.71
%,6.3,6.3,6.3,6.3,18.8,9.4,3.1,18.8,12.5,3.1,0,0,0,9.4,0,0,0,0,0,0,0,
ACC 321   E  Eaton Timothy V.     Intermed Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,2,1,8,6,6,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,2.8
%,3,6.1,3,24.2,18.2,18.2,6.1,9.1,3,9.1,0,0,0,0,0,0,0,0,0,0,0,
ACC 321   F  Eaton Timothy V.     Intermed Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,7,2,2,8,2,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2.94
%,0,22.6,6.5,6.5,25.8,6.5,3.2,22.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,
Course Total ACC 321,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,3,19,10,21,51,28,7,26,11,4,1,0,1,6,0,0,0,0,0,0,0,2.83
%,1.6,10.1,5.3,11.2,27.1,14.9,3.7,13.8,5.9,2.1,0.5,0,0.5,3.2,0,0,0,0,0,0,0,
ACC 333   A  Campbell Robert J.     Managerial Cost Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,1,4,5,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11
%,0,3.7,14.8,18.5,44.4,14.8,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,
ACC 333   B  Campbell Robert J.     Managerial Cost Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,1,2,5,11,4,2,5,0,0,1,0,0,1,0,0,0,0,0,0,0,2.82
%,0,3.1,6.3,15.6,34.4,12.5,6.3,15.6,0,0,3.1,0,0,3.1,0,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC 333   C  Campbell Robert J.     Managerial Cost Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,2,4,5,11,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.14
%,0,7.1,14.3,17.9,39.3,10.7,3.6,3.6,0,0,0,0,0,3.6,0,0,0,0,0,0,0,
ACC 333   D  Heitger Dan L.     Managerial Cost Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,5,1,12,4,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2.95
%,0,11.8,14.7,2.9,35.3,11.8,5.9,14.7,0,0,2.9,0,0,0,0,0,0,0,0,0,0,
ACC 333   E  Heitger Dan L.     Managerial Cost Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,7,1,12,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.08
%,0,12.1,21.2,3,36.4,9.1,9.1,3,6.1,0,0,0,0,0,0,0,0,0,0,0,0,
ACC 333   F  Presutti Anthony H.     Managerial Cost Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,1,3,2,11,1,1,5,4,2,0,0,0,0,0,0,0,0,0,0,0,2.64
%,0,3.3,10,6.7,36.7,3.3,3.3,16.7,13.3,6.7,0,0,0,0,0,0,0,0,0,0,0,
ACC 333   G  Presutti Anthony H.     Managerial Cost Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
