Run:,08/09/12 @ 16:03,"MIAMI UNIVERSITY - OXFORD, OHIO ",Page: 1,,,,,,,,,,,,,,,,,,,
Program: SZRGRDT.SQR,Grade Distribution by Campus and by Department,Sections of 10,,,,,,,,,,,,,,,,,,,,
Office of the Registrar,"Second Semester, 2004-05",,,,,,,,,,,,,,,,,,,,,
Oxford Campus,,,,,,,,,,,,,,,,,,,,,,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC Accountancy,,,,,,,,,,,,,,,,,,,,,,
ACC 221   A  Wiegand Daniel G.     Intro To Financial Accounting,N,N,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,5,5,13,8,4,3,6,1,5,4,1,1,1,5,0,0,0,0,0,0,2.67
%,1.6,7.9,7.9,20.6,12.7,6.3,4.8,9.5,1.6,7.9,6.3,1.6,1.6,1.6,7.9,0,0,0,0,0,0,
ACC 221   B  Wiegand Daniel G.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,5,4,7,9,11,8,3,2,6,0,2,1,3,4,1,0,0,0,0,0,2.59
%,1.5,7.5,6,10.4,13.4,16.4,11.9,4.5,3,9,0,3,1.5,4.5,6,1.5,0,0,0,0,0,
ACC 221   C  Rankin Larry J.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,11,2,5,19,0,5,11,1,3,1,0,2,0,1,0,0,1,0,0,0,2.75
%,0,17.7,3.2,8.1,30.6,0,8.1,17.7,1.6,4.8,1.6,0,3.2,0,1.6,0,0,1.6,0,0,0,
ACC 221   D  Ames Roger D.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,11,0,0,16,0,0,2,0,0,6,0,2,2,1,0,0,0,0,0,0,2.76
%,0,27.5,0,0,40,0,0,5,0,0,15,0,5,5,2.5,0,0,0,0,0,0,
Course Total ACC 221,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,2,32,11,25,52,15,16,22,4,14,11,3,6,6,11,1,0,1,0,0,0,2.69
%,0.9,13.8,4.7,10.8,22.4,6.5,6.9,9.5,1.7,6,4.7,1.3,2.6,2.6,4.7,0.4,0,0.4,0,0,0,
ACC 222   A  Bell Mark C.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,5,2,0,27,1,4,20,1,0,4,0,0,0,3,0,0,0,0,0,0,2.59
%,0,7.5,3,0,40.3,1.5,6,29.9,1.5,0,6,0,0,0,4.5,0,0,0,0,0,0,
ACC 222   B  Bell Mark C.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,6,3,1,28,2,2,17,1,0,3,0,0,1,3,0,0,0,0,0,0,2.72
%,0,9,4.5,1.5,41.8,3,3,25.4,1.5,0,4.5,0,0,1.5,4.5,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC 222   C  Bell Mark C.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,2,0,22,2,1,24,2,0,6,0,0,0,4,0,0,0,0,0,0,2.45
%,0,6,3,0,32.8,3,1.5,35.8,3,0,9,0,0,0,6,0,0,0,0,0,0,
ACC 222   D  Eighme Jan E.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,9,2,6,11,10,5,6,4,1,4,2,0,2,2,0,0,0,0,0,0,2.67
%,0,14.1,3.1,9.4,17.2,15.6,7.8,9.4,6.3,1.6,6.3,3.1,0,3.1,3.1,0,0,0,0,0,0,
ACC 222   E  Vorholt Jeffrey J.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,17,4,4,12,0,5,7,3,5,2,0,0,1,6,0,0,0,0,0,0,2.9
%,0,25.8,6.1,6.1,18.2,0,7.6,10.6,4.5,7.6,3,0,0,1.5,9.1,0,0,0,0,0,0,
ACC 222   F  Vorholt Jeffrey J.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,3,19,0,2,10,4,4,12,5,0,3,2,0,1,3,0,0,0,0,0,0,2.84
%,4.4,27.9,0,2.9,14.7,5.9,5.9,17.6,7.4,0,4.4,2.9,0,1.5,4.4,0,0,0,0,0,0,
ACC 222   G  Vorholt Jeffrey J.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,2,8,4,2,15,8,4,12,5,0,1,0,1,1,3,0,0,0,0,0,0,2.75
%,3,12.1,6.1,3,22.7,12.1,6.1,18.2,7.6,0,1.5,0,1.5,1.5,4.5,0,0,0,0,0,0,
ACC 222   H  Dick Charles T.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,5,2,5,7,4,2,6,6,2,0,0,0,5,4,1,0,0,0,0,0,2.63
%,0,10.2,4.1,10.2,14.3,8.2,4.1,12.2,12.2,4.1,0,0,0,10.2,8.2,2,0,0,0,0,0,
ACC 222   I  Dick Charles T.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,5,6,9,5,5,9,6,7,0,0,0,0,5,0,0,0,0,0,0,2.56
%,0,6.6,8.2,9.8,14.8,8.2,8.2,14.8,9.8,11.5,0,0,0,0,8.2,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC 222   J  Brewer Peter C.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,9,4,2,13,2,0,8,3,1,6,0,1,3,12,0,0,0,0,0,0,2.66
%,0,14.1,6.3,3.1,20.3,3.1,0,12.5,4.7,1.6,9.4,0,1.6,4.7,18.8,0,0,0,0,0,0,
ACC 222   K  Moore Adrian K.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,9,8,0,8,20,7,1,3,1,0,4,0,2,2,0,0,0,0,0,0,2.8
