Run:,08/20/12 @ 12:46,"MIAMI UNIVERSITY - OXFORD, OHIO ",Page: 1,,,,,,,,,,,,,,,,,,,
Program: SZRGRDT.SQR,Grade Distribution by Campus and by Department,Sections of 10,,,,,,,,,,,,,,,,,,,,
Office of the Registrar,"Summer Session, 2011-12",,,,,,,,,,,,,,,,,,,,,
Voa - West Chester Campus,,,,,,,,,,,,,,,,,,,,,,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC Accountancy,,,,,,,,,,,,,,,,,,,,,,
ACC 221 VUA  Metcalf Christopher C.     Intro To Financial Accounting,N,N,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,3,7,0,2,3,0,0,4,0,1,1,0,0,2,0,0,1,0,0,0,0,3.14
%,12.5,29.2,0,8.3,12.5,0,0,16.7,0,4.2,4.2,0,0,8.3,0,0,4.2,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
BIS Integrative Studies,,,,,,,,,,,,,,,,,,,,,,
BIS 201 VVA  Hieber Michael R.     Intro to Integrative Studies,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,2,2,0,1,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2.95
%,6.3,12.5,12.5,0,6.3,12.5,12.5,18.8,0,0,0,0,0,18.8,0,0,0,0,0,0,0,
Course Total BIS 201,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,4,9,2,2,4,2,2,7,0,1,1,0,0,5,0,0,1,0,0,0,0,3.07
%,10,22.5,5,5,10,5,5,17.5,0,2.5,2.5,0,0,12.5,0,0,2.5,0,0,0,0,
Integrative Studies Total,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
UG,1,2,2,0,1,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2.95
%,6.3,12.5,12.5,0,6.3,12.5,12.5,18.8,0,0,0,0,0,18.8,0,0,0,0,0,0,0,
