Run:,08/09/12 @ 16:01,"MIAMI UNIVERSITY - OXFORD, OHIO ",Page: 1,,,,,,,,,,,,,,,,,,,
Program: SZRGRDT.SQR,Grade Distribution by Campus and by Department,Sections of 10,,,,,,,,,,,,,,,,,,,,
Office of the Registrar,"Summer Session, 2000-01",,,,,,,,,,,,,,,,,,,,,
Oxford Campus,,,,,,,,,,,,,,,,,,,,,,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC Accountancy,,,,,,,,,,,,,,,,,,,,,,
ACC 221  MA  Falk Christopher W.     Intro To Financial Accounting,N,N,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,6,0,0,2,3,1,6,0,0,2,0,0,1,0,0,0,0,0,0,0,2.78
%,4.5,27.3,0,0,9.1,13.6,4.5,27.3,0,0,9.1,0,0,4.5,0,0,0,0,0,0,0,
ACC 222  MA  Abels Patricia B.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,21,3,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.61
%,0,58.3,8.3,5.6,25,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,
ACC 222  OA  Metcalf Christopher C.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,6,0,0,5,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,2.73
%,5.3,31.6,0,0,26.3,0,0,5.3,0,15.8,15.8,0,0,0,0,0,0,0,0,0,0,
Course Total ACC 222,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,2,33,3,2,16,3,1,7,0,4,5,0,0,1,0,0,0,0,0,0,0,3.16
%,2.6,42.9,3.9,2.6,20.8,3.9,1.3,9.1,0,5.2,6.5,0,0,1.3,0,0,0,0,0,0,0,
ACC 225  MA  Hock Clayton A.     The Accounting Process,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,2,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68
%,15.4,46.2,0,23.1,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Course Total ACC 225,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,2,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68
%,15.4,46.2,0,23.1,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ACC 321  MA  Hock Clayton A.     Intermed Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,3,1,3,7,0,0,9,1,0,3,0,0,3,1,0,0,0,0,0,0,2.57
%,0,9.7,3.2,9.7,22.6,0,0,29,3.2,0,9.7,0,0,9.7,3.2,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
Course Total ACC 321,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,0,3,1,3,7,0,0,9,1,0,3,0,0,3,1,0,0,0,0,0,0,2.57
%,0,9.7,3.2,9.7,22.6,0,0,29,3.2,0,9.7,0,0,9.7,3.2,0,0,0,0,0,0,
ACC 330  MA  Arlinghaus Barry P.     Professional Practice,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,
Course Total ACC 330,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,
ACC 333  MA  Campbell Robert J.     Managerial Cost Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,3,2,2,5,3,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,3.08
%,0,14.3,9.5,9.5,23.8,14.3,4.8,9.5,0,0,0,0,0,4.8,9.5,0,0,0,0,0,0,
Course Total ACC 333,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,0,3,2,2,5,3,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,3.08
%,0,14.3,9.5,9.5,23.8,14.3,4.8,9.5,0,0,0,0,0,4.8,9.5,0,0,0,0,0,0,
ACC 383  MA  Porcano Thomas M.     Comparative Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,8,2,2,12,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99
%,0,22.2,5.6,5.6,33.3,5.6,2.8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,
ACC 383  MB  Porcano Thomas M.     Comparative Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,4,2,3,14,5,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3.04
%,2.8,11.1,5.6,8.3,38.9,13.9,5.6,8.3,0,0,0,0,0,0,0,0,0,5.6,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
Course Total ACC 383,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,1,12,4,5,26,7,3,12,0,0,0,0,0,0,0,0,0,2,0,0,0,3.02
%,1.4,16.7,5.6,6.9,36.1,9.7,4.2,16.7,0,0,0,0,0,0,0,0,0,2.8,0,0,0,
ACC 399E  MA  Sullivan Dennis H.     Intl Financial Infor:England,N,N,EA,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,2,5,5,22,19,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.2
%,3.1,7.8,7.8,34.4,29.7,10.9,3.1,1.6,0,0,0,0,0,0,0,0,0,1.6,0,0,0,
Course Total ACC 399E,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,2,5,5,22,19,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.2
%,3.1,7.8,7.8,34.4,29.7,10.9,3.1,1.6,0,0,0,0,0,0,0,0,0,1.6,0,0,0,
ACC 422  OA  Cumming John     Financial Accounting Research,N,N,A4,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,3,2,1,3,3,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,3.07
%,0,15.8,10.5,5.3,15.8,15.8,10.5,0,5.3,0,0,0,0,10.5,10.5,0,0,0,0,0,0,
Course Total ACC 422,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,0,3,2,1,3,3,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,3.07
%,0,15.8,10.5,5.3,15.8,15.8,10.5,0,5.3,0,0,0,0,10.5,10.5,0,0,0,0,0,0,
ACC 443  MA  Arlinghaus Barry P.     Federal Income Tax Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,1,4,9,11,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11
%,0,3.4,13.8,31,37.9,0,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,
Course Total ACC 443,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,0,1,4,9,11,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11
%,0,3.4,13.8,31,37.9,0,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC 622  MA  Rubin Marc A.     Info Business Valuation Decn,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97
%,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Course Total ACC 622,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97
%,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Accountancy Total,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
UG,7,66,21,47,89,23,11,33,2,4,8,0,0,7,5,0,0,16,0,0,0,3.09
%,2.1,19.5,6.2,13.9,26.3,6.8,3.2,9.7,0.6,1.2,2.4,0,0,2.1,1.5,0,0,4.7,0,0,0,
GR,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97
%,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
AMS American Studies,,,,,,,,,,,,,,,,,,,,,,
AMS 101  MA  Zecker Robert M.     Intro To American Studies,Y,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.21
%,0,20,10,30,0,10,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,
Course Total AMS 101,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,0,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.21
%,0,20,10,30,0,10,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,
American Studies Total,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
UG,0,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.21
%,0,20,10,30,0,10,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ARC Architecture & Interior Design,,,,,,,,,,,,,,,,,,,,,,
ARC 499  MA  Faimon Margaret A.     Italian Design,N,N,TY,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.92
