Run:,08/20/12 @ 12:45,"MIAMI UNIVERSITY - OXFORD, OHIO ",Page: 1,,,,,,,,,,,,,,,,,,,
Program: SZRGRDT.SQR,Grade Distribution by Campus and by Department,Sections of 10,,,,,,,,,,,,,,,,,,,,
Office of the Registrar,"Second Semester, 2010-11",,,,,,,,,,,,,,,,,,,,,
Voa - West Chester Campus,,,,,,,,,,,,,,,,,,,,,,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
BIS Integrative Studies,,,,,,,,,,,,,,,,,,,,,,
BIS 201 V A  Hieber Katherine S.     Intro to Integrative Studies,N,N,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,2,2,0,1,0,1,2,0,0,0,0,1,5,0,0,0,0,0,0,0,2.87
%,6.7,13.3,13.3,0,6.7,0,6.7,13.3,0,0,0,0,6.7,33.3,0,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
BTE Business Technology,,,,,,,,,,,,,,,,,,,,,,
BTE 282 V A  Sommer Robin V.     Computer-Based Business Anlys,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.4
%,9.1,54.5,0,0,9.1,0,0,9.1,0,0,9.1,0,0,9.1,0,0,0,0,0,0,0,
Course Total BTE 282,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,2,8,2,0,2,0,1,3,0,0,1,0,1,6,0,0,0,0,0,0,0,3.14
%,7.7,30.8,7.7,0,7.7,0,3.8,11.5,0,0,3.8,0,3.8,23.1,0,0,0,0,0,0,0,
BTE 301 V A  Mobley Thomas L.     Personal Organization Skills,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,2,3,4,4,7,2,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,3.03
%,6.9,10.3,13.8,13.8,24.1,6.9,3.4,3.4,0,0,0,0,6.9,10.3,0,0,0,0,0,0,0,
Course Total BTE 301,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,2,3,4,4,7,2,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,3.03
%,6.9,10.3,13.8,13.8,24.1,6.9,3.4,3.4,0,0,0,0,6.9,10.3,0,0,0,0,0,0,0,
BTE 302 V A  Metcalf Christopher C.     Financial Info for Managers,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,1,0,2,4,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2.66
%,0,7.1,0,14.3,28.6,0,0,42.9,0,0,0,0,0,7.1,0,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
Course Total BTE 302,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,0,1,0,2,4,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2.66
%,0,7.1,0,14.3,28.6,0,0,42.9,0,0,0,0,0,7.1,0,0,0,0,0,0,0,
BTE 401 V A  Smith Chamina L.     Leadership Decision Skills,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,1,2,3,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2.84
%,0,6.3,12.5,18.8,25,18.8,0,12.5,0,0,0,0,6.3,0,0,0,0,0,0,0,0,
Course Total BTE 401,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,0,1,2,3,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2.84
