Run:,08/20/12 @ 12:45,"MIAMI UNIVERSITY - OXFORD, OHIO ",Page: 1,,,,,,,,,,,,,,,,,,,
Program: SZRGRDT.SQR,Grade Distribution by Campus and by Department,Sections of 10,,,,,,,,,,,,,,,,,,,,
Office of the Registrar,"Second Semester, 2009-10",,,,,,,,,,,,,,,,,,,,,
Voa - West Chester Campus,,,,,,,,,,,,,,,,,,,,,,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC Accountancy,,,,,,,,,,,,,,,,,,,,,,
ACC 221 V A  Metcalf Christopher C.     Intro To Financial Accounting,N,N,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,1,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2.89
%,10,10,0,0,40,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ART Art,,,,,,,,,,,,,,,,,,,,,,
ART 188 V2A  Stockman Kathleen I.     Hst Of West Art/Renais-Modern,Y,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,0,2,0,0,2,0,0,2,0,1,1,4,3,0,0,0,0,0,0,0,1.49
%,0,0,13.3,0,0,13.3,0,0,13.3,0,6.7,6.7,26.7,20,0,0,0,0,0,0,0,
Course Total ART 188,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,1,1,2,0,4,2,0,3,2,0,1,1,4,4,0,0,0,0,0,0,0,2.09
%,4,4,8,0,16,8,0,12,8,0,4,4,16,16,0,0,0,0,0,0,0,
Art Total,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
UG,0,0,2,0,0,2,0,0,2,0,1,1,4,3,0,0,0,0,0,0,0,1.49
%,0,0,13.3,0,0,13.3,0,0,13.3,0,6.7,6.7,26.7,20,0,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
BIS Integrative Studies,,,,,,,,,,,,,,,,,,,,,,
BIS 301 V A  Neumann Caryn E.     Integrative Studies Seminar II,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,4,3,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.34
%,25,18.8,6.3,6.3,18.8,12.5,6.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,
Course Total BIS 301,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,4,3,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.34
%,25,18.8,6.3,6.3,18.8,12.5,6.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,
Integrative Studies Total,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
