Run:,08/09/12 @ 16:03,"MIAMI UNIVERSITY - OXFORD, OHIO ",Page: 1,,,,,,,,,,,,,,,,,,,
Program: SZRGRDT.SQR,Grade Distribution by Campus and by Department,Sections of 10,,,,,,,,,,,,,,,,,,,,
Office of the Registrar,"First Semester, 2004-05",,,,,,,,,,,,,,,,,,,,,
Oxford Campus,,,,,,,,,,,,,,,,,,,,,,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC Accountancy,,,,,,,,,,,,,,,,,,,,,,
ACC 221   A  Moore Adrian K.     Intro To Financial Accounting,N,N,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,11,4,8,10,3,7,5,0,3,3,0,0,1,0,0,0,0,0,0,2.68
%,0,6.8,18.6,6.8,13.6,16.9,5.1,11.9,8.5,0,5.1,5.1,0,0,1.7,0,0,0,0,0,0,
ACC 221   B  Vorholt Jeffrey J.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,6,2,4,23,6,6,8,2,1,3,1,0,0,4,1,0,0,0,0,0,2.67
%,0,9,3,6,34.3,9,9,11.9,3,1.5,4.5,1.5,0,0,6,1.5,0,0,0,0,0,
ACC 221   C  Moore Adrian K.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,5,11,3,17,13,1,6,6,1,0,0,0,0,0,1,0,0,1,0,0,2.85
%,0,7.7,16.9,4.6,26.2,20,1.5,9.2,9.2,1.5,0,0,0,0,0,1.5,0,0,1.5,0,0,
ACC 221   D  Moore Adrian K.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,1,14,3,16,14,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,2.81
%,0,1.5,20.9,4.5,23.9,20.9,6,11.9,10.4,0,0,0,0,0,0,0,0,0,0,0,0,
ACC 221   E  Bell Mark C.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,1,1,28,5,4,16,0,2,1,0,0,0,2,0,0,0,0,0,0,2.67
%,0,6.3,1.6,1.6,43.8,7.8,6.3,25,0,3.1,1.6,0,0,0,3.1,0,0,0,0,0,0,
ACC 221   F  Vorholt Jeffrey J.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,4,5,3,18,6,8,8,2,5,5,0,0,0,2,1,0,0,0,0,0,2.54
%,1.5,5.9,7.4,4.4,26.5,8.8,11.8,11.8,2.9,7.4,7.4,0,0,0,2.9,1.5,0,0,0,0,0,
ACC 221   G  Vorholt Jeffrey J.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,4,8,6,16,5,3,11,7,0,1,1,0,0,1,0,0,0,0,0,0,2.73
%,0,6.3,12.7,9.5,25.4,7.9,4.8,17.5,11.1,0,1.6,1.6,0,0,1.6,0,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC 221   H  Bell Mark C.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,3,1,2,32,1,5,15,1,0,2,0,0,0,2,0,0,0,0,0,0,2.68
%,0,4.7,1.6,3.1,50,1.6,7.8,23.4,1.6,0,3.1,0,0,0,3.1,0,0,0,0,0,0,
ACC 221   I  Bell Mark C.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,2,1,1,33,7,2,7,3,0,4,0,0,0,5,0,0,0,0,0,0,2.68
%,0,3.1,1.5,1.5,50.8,10.8,3.1,10.8,4.6,0,6.2,0,0,0,7.7,0,0,0,0,0,0,
ACC 221   J  Dick Charles T.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,1,1,4,8,8,8,12,4,4,2,6,0,1,1,2,1,0,0,0,0,0,2.43
%,1.6,1.6,6.3,12.7,12.7,12.7,19,6.3,6.3,3.2,9.5,0,1.6,1.6,3.2,1.6,0,0,0,0,0,
ACC 221   K  Wiegand Daniel G.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,5,3,4,10,11,11,8,5,2,2,1,0,1,2,0,0,0,0,0,0,2.57
%,0,7.7,4.6,6.2,15.4,16.9,16.9,12.3,7.7,3.1,3.1,1.5,0,1.5,3.1,0,0,0,0,0,0,
ACC 221   L  Wiegand Daniel G.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,10,5,9,8,8,5,5,6,2,1,1,0,2,5,0,0,0,0,0,0,2.83
%,0,14.9,7.5,13.4,11.9,11.9,7.5,7.5,9,3,1.5,1.5,0,3,7.5,0,0,0,0,0,0,
ACC 221   M  Dick Charles T.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,5,6,9,15,5,10,4,3,3,3,0,1,0,0,0,0,0,0,0,0,2.71
%,0,7.8,9.4,14.1,23.4,7.8,15.6,6.3,4.7,4.7,4.7,0,1.6,0,0,0,0,0,0,0,0,
ACC 221   N  Lynch Antoinette L.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,3,3,4,6,14,8,7,8,4,0,5,0,0,1,3,1,0,0,0,0,0,2.64
%,4.5,4.5,6,9,20.9,11.9,10.4,11.9,6,0,7.5,0,0,1.5,4.5,1.5,0,0,0,0,0,
Miami Plan,Honors,Cross Listing,,,,,,,,,,,,,,,,,,,,
ACC 221   O  Lynch Antoinette L.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,2,1,2,1,11,6,4,19,3,3,6,0,0,5,1,1,0,0,0,0,0,2.27
%,3.1,1.5,3.1,1.5,16.9,9.2,6.2,29.2,4.6,4.6,9.2,0,0,7.7,1.5,1.5,0,0,0,0,0,
ACC 221   P  Ames Roger D.     Intro To Financial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,0,7,0,2,17,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,2.81
%,0,17.9,0,5.1,43.6,0,0,28.2,0,0,5.1,0,0,0,0,0,0,0,0,0,0,
Course Total ACC 221,,,,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
,7,65,78,66,274,113,85,145,58,21,44,7,2,10,30,6,0,0,1,0,0,2.66
%,0.7,6.4,7.7,6.5,27.1,11.2,8.4,14.3,5.7,2.1,4.3,0.7,0.2,1,3,0.6,0,0,0.1,0,0,
ACC 222   A  Erion Leslie N.     Intro To Managerial Accounting,N,N, ,,,,,,,,,,,,,,,,,,,
A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,Y,P,S,Avg GPA,
 ,2,4,2,3,5,4,2,13,3,5,2,3,3,6,6,0,0,0,0,0,0,2.22
%,3.2,6.3,3.2,4.8,7.9,6.3,3.2,20.6,4.8,7.9,3.2,4.8,4.8,9.5,9.5,0,0,0,0,0,0,
